word, root, skeleton, wiki_link, meanings
كُنَّ, كنن, كن, https://en.wiktionary.org/wiki/%D9%83%D9%86, second-person feminine plural active imperative of كَانَ (kāna); third-person feminine plural past active of كَانَ (kāna)
كنّـ, كنن, كن, https://en.wiktionary.org/wiki/%D9%83%D9%86, as if (followed by a suffix pronoun)
كِنَايَة, كنو, كناية, https://en.wiktionary.org/wiki/%D9%83%D9%86%D8%A7%D9%8A%D8%A9, verbal noun of كَنَى (kanā) (form I); (rhetoric) indirect expression: metonymy; metaphor; allusion
كُنْيَة, كني, كنية, https://en.wiktionary.org/wiki/%D9%83%D9%86%D9%8A%D8%A9, kunya (a teknonym; traditionally derived from the name of the eldest son; or in absence thereof the eldest daughter)
كَنَى, كني, كنى, https://en.wiktionary.org/wiki/%D9%83%D9%86%D9%89, indicate something metonymically; allude; refer to something in a veiled way; to call someone by a nickname; to give them a nickname; (passive voice) to bear a nickname
كَنَّى, كني, كنى, https://en.wiktionary.org/wiki/%D9%83%D9%86%D9%89, to designate with kunya; to nickname [+ transitive (object)] as [+ transitive or بِ (object)]
كَهْرَل, كهرب, كهرل, https://en.wiktionary.org/wiki/%D9%83%D9%87%D8%B1%D9%84, electrolyte
كَهْرَبَ, كهرب, كهرب, https://en.wiktionary.org/wiki/%D9%83%D9%87%D8%B1%D8%A8, to electrify; to ionize
كَهْرَب, كهرب, كهرب, https://en.wiktionary.org/wiki/%D9%83%D9%87%D8%B1%D8%A8, (physics; rare) electron
كَهْرَب, كهرب, كهرب, https://en.wiktionary.org/wiki/%D9%83%D9%87%D8%B1%D8%A8, amber
كاهِل, كهل, كاهل, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D9%87%D9%84, (countable; anatomy) the area between the shoulder joints and the neck; the shoulders and the upper back; the shoulder girdle
كَهْل, كهل, كهل, https://en.wiktionary.org/wiki/%D9%83%D9%87%D9%84, elderly
كَهْل, كهل, كهل, https://en.wiktionary.org/wiki/%D9%83%D9%87%D9%84, (countable) an elder
كَاهِنَة, كهن, كاهنة, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D9%87%D9%86%D8%A9, prophetess; priestess
تَكَهَّنَ, كهن, تكهن, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%87%D9%86, to divine; to foretell; to predicate; to speculate
تَكَهُّن, كهن, تكهن, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%87%D9%86, verbal noun of تَكَهَّنَ (takahhana) (form V)
كِهَانَة, كهن, كهانة, https://en.wiktionary.org/wiki/%D9%83%D9%87%D8%A7%D9%86%D8%A9, art of foretelling; priesthood
كَهَانَة, كهن, كهانة, https://en.wiktionary.org/wiki/%D9%83%D9%87%D8%A7%D9%86%D8%A9, verbal noun of كَهَنَ (kahana) (form I); augury
كَهَنَ, كهن, كهن, https://en.wiktionary.org/wiki/%D9%83%D9%87%D9%86, to divine; to foretell; to predicate; to speculate
كَهَنُوت, كهن, كهنوت, https://en.wiktionary.org/wiki/%D9%83%D9%87%D9%86%D9%88%D8%AA, priesthood; service as a clergyman
كَاهِن, كهن, كاهن, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D9%87%D9%86, diviner; soothsayer; prognosticator; fortune-teller; augur; forecaster
تَكْوِيت, كوت, تكويت, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%8A%D8%AA, verbal noun of كَوَّتَ (kawwata) (form II); Kuwaitisation
نَكِد, كود, نكد, https://en.wiktionary.org/wiki/%D9%86%D9%83%D8%AF, irritable; bad-tempered; ill-humored; crabby; grumpy; morose; sulky; surly
نَكَدْ, كود, نكد, https://en.wiktionary.org/wiki/%D9%86%D9%83%D8%AF, first-person plural non-past active jussive of كَادَ (kāda)
نَكَّد, كود, نكد, https://en.wiktionary.org/wiki/%D9%86%D9%83%D8%AF, to irritate; to nag
نَكَد, كود, نكد, https://en.wiktionary.org/wiki/%D9%86%D9%83%D8%AF, nagging; annoyance
كَاسَ, كوس, كاس, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%B3, to be clever; to be acute in intellect; to have a sharp mind; to overcome in intellect; to surpass in shrewdness
كَاسَ, كوس, كاس, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%B3, to walk with one foot less; to coil oneself up; to prostrate; to cut down the standing firmly of; to throw head over heels; (figurative) to beat down; to abate the price offered by in haggling with
كُوس, كوس, كوس, https://en.wiktionary.org/wiki/%D9%83%D9%88%D8%B3, set square; equilateral triangle for measuring; (archaic) timbrel; small drum; or a kind thereof
كَوْس, كوس, كوس, https://en.wiktionary.org/wiki/%D9%83%D9%88%D8%B3, the headwind of a vessel on the sea; particularly; the south-west wind; رِيح الكَوْس (rīḥ al-kaws); or مَوْسِم الكَوْس (mawsim al-kaws) meaning the south-west monsoon wind; the west wind being called رِيح الدَبُور (rīḥ al-dabūr); the south wind رِيح الْجَنُوب (rīḥ al-janūb); the north-east wind رِيح الأَزْيَب (rīḥ al-ʔazyab); or رِيح الصَبَا (rīḥ al-ṣabā)
كَوْس, كوس, كوس, https://en.wiktionary.org/wiki/%D9%83%D9%88%D8%B3, verbal noun of كَاسَ (kāsa) (form I)
كَوَّسَ, كوس, كوس, https://en.wiktionary.org/wiki/%D9%83%D9%88%D8%B3, to prostrate; to cut down the standing firmly of; to throw head over heels; to make lie inverse
تَكْوِين, كون, تكوين, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%8A%D9%86, verbal noun of كَوَّنَ (kawwana) (form II); genesis
مَكَانَة, كون, مكانة, https://en.wiktionary.org/wiki/%D9%85%D9%83%D8%A7%D9%86%D8%A9, place; location; position; post; office; status; dignity; power; good circumstances; considerateness; steadiness; sedateness; intention; purpose
كِيَان, كون, كيان, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%A7%D9%86, verbal noun of كَانَ (kāna) (form I); entity
مُكَوِّن, كون, مكون, https://en.wiktionary.org/wiki/%D9%85%D9%83%D9%88%D9%86, constituent; component
كَائِن, كون, كائن, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%A6%D9%86, active participle of كَانَ (kāna)
كَائِن, كون, كائن, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%A6%D9%86, creature; a living thing
تَكَوَّنَ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, to be established; to be created; to be formed; come into existence; be constituted; to arise; to develop; to come into being; to come into existence
تَكَوُّن, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, verbal noun of تَكَوَّنَ (takawwana) (form V)
تَكُونُ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past active indicative of كَانَ (kāna); third-person feminine singular non-past active indicative of كَانَ (kāna)
تَكُونَ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past active subjunctive of كَانَ (kāna); third-person feminine singular non-past active subjunctive of كَانَ (kāna)
تُكَوِّنُ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past active indicative of كَوَّنَ (kawwana); third-person feminine singular non-past active indicative of كَوَّنَ (kawwana)
تُكَوِّنَ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past active subjunctive of كَوَّنَ (kawwana); third-person feminine singular non-past active subjunctive of كَوَّنَ (kawwana)
تُكَوِّنْ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past active jussive of كَوَّنَ (kawwana); third-person feminine singular non-past active jussive of كَوَّنَ (kawwana)
تُكَوَّنُ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past passive indicative of كَوَّنَ (kawwana); third-person feminine singular non-past passive indicative of كَوَّنَ (kawwana)
تُكَوَّنَ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past passive subjunctive of كَوَّنَ (kawwana); third-person feminine singular non-past passive subjunctive of كَوَّنَ (kawwana)
تُكَوَّنْ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person masculine singular non-past passive jussive of كَوَّنَ (kawwana); third-person feminine singular non-past passive jussive of كَوَّنَ (kawwana)
تُكَوِّنَّ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person feminine plural non-past active indicative of كَوَّنَ (kawwana); second-person feminine plural non-past active subjunctive of كَوَّنَ (kawwana); second-person feminine plural non-past active jussive of كَوَّنَ (kawwana)
تُكَوَّنَّ, كون, تكون, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%88%D9%86, second-person feminine plural non-past passive indicative of كَوَّنَ (kawwana); second-person feminine plural non-past passive subjunctive of كَوَّنَ (kawwana); second-person feminine plural non-past passive jussive of كَوَّنَ (kawwana)
كَوْن, كون, كون, https://en.wiktionary.org/wiki/%D9%83%D9%88%D9%86, verbal noun of كَانَ (kāna) (form I); being; essence; existence
كَوَّنَ, كون, كون, https://en.wiktionary.org/wiki/%D9%83%D9%88%D9%86, to bring into being; to make; to create; to produce; to originate; to bring forth
كَوَّن, كون, كون, https://en.wiktionary.org/wiki/%D9%83%D9%88%D9%86, to form; to make; to make up
كَانَ, كون, كان, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D9%86, (copulative) to be [with accusative]; (intransitive) to exist; to be; there be
كَان⁩, كون, كان, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D9%86, Cannes (a city in France)
مَكَان, كون, مكان, https://en.wiktionary.org/wiki/%D9%85%D9%83%D8%A7%D9%86, place; location; position
زَمَكَان, كون, زمكان, https://en.wiktionary.org/wiki/%D8%B2%D9%85%D9%83%D8%A7%D9%86, (physics) spacetime
اِكْتَوَى, كوي, اكتوى, https://en.wiktionary.org/wiki/%D8%A7%D9%83%D8%AA%D9%88%D9%89, to be seared; to be cauterizeed; to be ironed; to be done (laundry)
مِكْوَاة, كوي, مكواة, https://en.wiktionary.org/wiki/%D9%85%D9%83%D9%88%D8%A7%D8%A9, (hot) iron (tool for pressing clothes)
كَوَى, كوي, كوى, https://en.wiktionary.org/wiki/%D9%83%D9%88%D9%89, to sear; to cauterize; to iron; to do [with accusative ‘laundry’]; to sting (of a scorpion عَقْرَب (ʕaqrab))
كَادَ, كيد, كاد, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%AF, to almost do something (with following non-past or with أَن (ʔan) + subjunctive)
كَادَ, كيد, كاد, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%AF, to plot; to scheme (لِـ (li-) against); to plan or intend to commit crime; to deceive; to fool
كَيْد, كيد, كيد, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%AF, (uncountable) verbal noun of كَادَ (kāda) (form I); plot; scheme; plan; machination
كِيَاسَة, كيس, كياسة, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%A7%D8%B3%D8%A9, shrewdness; sharpness; wisdom; sagacity; wit; intelligence; ability to solve problems
أَكْيَس, كيس, أكيس, https://en.wiktionary.org/wiki/%D8%A3%D9%83%D9%8A%D8%B3, elative degree of كَيِّس (kayyis; “cunning; acute; sharp-witted; shrewd”)
أَكْيَسَ, كيس, أكيس, https://en.wiktionary.org/wiki/%D8%A3%D9%83%D9%8A%D8%B3, to bring forth clever children
كِيس, كيس, كيس, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%B3, bag; sack; purse; scrotum
كَيِّس, كيس, كيس, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%B3, cunning; acute; sharp-witted; shrewd
كَيَّسَ, كيس, كيس, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%B3, to render clever; to make sharp in intellect
كَيْس, كيس, كيس, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D8%B3, verbal noun of كَاسَ (kāsa) (form I)
كَاسَ, كيس, كاس, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%B3, to be clever; to be acute in intellect; to have a sharp mind; to overcome in intellect; to surpass in shrewdness
كَاسَ, كيس, كاس, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D8%B3, to walk with one foot less; to coil oneself up; to prostrate; to cut down the standing firmly of; to throw head over heels; (figurative) to beat down; to abate the price offered by in haggling with
كَيْفِيَّة, كيف, كيفية, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%81%D9%8A%D8%A9, howness; quality; way; manner; particulars; amusement; pleasure party; raised spirits; excitement
كَيْفَ, كيف, كيف, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%81, (interrogative) how; however (in whatever way or state)
كَيْف, كيف, كيف, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%81, condition; state; mood; will; pleasure; well-being; good humor; enjoyment; carouse; excitement from opium; opiate; narcotic; cannabis
كَيَّفَ, كيف, كيف, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%81, to cut off entirely; to regulate; to form; to mold; to adapt; to fit; to modify; to qualify; (modern) to bring one into good humor; to amuse one well; (modern) to make one tipsy; to intoxicate
تَكْيِيف, كيف, تكييف, https://en.wiktionary.org/wiki/%D8%AA%D9%83%D9%8A%D9%8A%D9%81, (uncountable) verbal noun of كَيَّفَ (kayyafa) (form II); adjustment; adaptation; conditioning; air conditioning
مِكْيَال, كيل, مكيال, https://en.wiktionary.org/wiki/%D9%85%D9%83%D9%8A%D8%A7%D9%84, measure; what is used for meting
كَيْل, كيل, كيل, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%84, verbal noun of كَالَ (kāla) (form I); act of meting; measure; something used for meting
كَيَّلَ, كيل, كيل, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%84, to measure; to mete
مِكْيَل, كيل, مكيل, https://en.wiktionary.org/wiki/%D9%85%D9%83%D9%8A%D9%84, synonym of مِكْيَال (mikyāl)
مَكِيل, كيل, مكيل, https://en.wiktionary.org/wiki/%D9%85%D9%83%D9%8A%D9%84, verbal noun of كَالَ (kāla) (form I); meting
مَكِيل, كيل, مكيل, https://en.wiktionary.org/wiki/%D9%85%D9%83%D9%8A%D9%84, passive participle of كَالَ (kāla)
كَالَ, كيل, كال, https://en.wiktionary.org/wiki/%D9%83%D8%A7%D9%84, to measure; to mete
كَيُّول, كيل, كيول, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%88%D9%84, (military) rearmost line of a battle; rearguard; coward
كَيْلَجَة, كيل, كيلجة, https://en.wiktionary.org/wiki/%D9%83%D9%8A%D9%84%D8%AC%D8%A9, (in 10th century Iraq) a dry measure (equivalent to 2 مَنّ (mann) - approximately 1.625 kg. or 2.138 liters)
مَلْأَك, لءك, ملأك, https://en.wiktionary.org/wiki/%D9%85%D9%84%D8%A3%D9%83, angel
لُؤْلُؤِيّ, لءلء, لؤلؤي, https://en.wiktionary.org/wiki/%D9%84%D8%A4%D9%84%D8%A4%D9%8A, pearly
لُؤْلُؤَة, لءلء, لؤلؤة, https://en.wiktionary.org/wiki/%D9%84%D8%A4%D9%84%D8%A4%D8%A9, pearl
لُؤْلُؤَة, لءلء, لؤلؤة, https://en.wiktionary.org/wiki/%D9%84%D8%A4%D9%84%D8%A4%D8%A9, a female given name
لَأْلَأَ, لءلء, لألأ, https://en.wiktionary.org/wiki/%D9%84%D8%A3%D9%84%D8%A3, to flash; to glitter; to sparkle; to twinkle
لُؤْلُؤ, لءلء, لؤلؤ, https://en.wiktionary.org/wiki/%D9%84%D8%A4%D9%84%D8%A4, pearls
لُؤْلُؤ, لءلء, لؤلؤ, https://en.wiktionary.org/wiki/%D9%84%D8%A4%D9%84%D8%A4, A male given name of historical usage
تَلَاؤُم, لءم, تلاؤم, https://en.wiktionary.org/wiki/%D8%AA%D9%84%D8%A7%D8%A4%D9%85, agreement; harmony; adequacy; adaptation
لَئِيم, لءم, لئيم, https://en.wiktionary.org/wiki/%D9%84%D8%A6%D9%8A%D9%85, sneaky; nasty; vicious; vile; miscreant; sordid; dishonest
لَاءَمَ, لءم, لاءم, https://en.wiktionary.org/wiki/%D9%84%D8%A7%D8%A1%D9%85, to meet the requirements; to suit; be suitable
مُلائِم, لءم, ملائم, https://en.wiktionary.org/wiki/%D9%85%D9%84%D8%A7%D8%A6%D9%85, active participle of لَاءَمَ (lāʔama): fit; proper; convenient
لُؤَيّ, لءي, لؤي, https://en.wiktionary.org/wiki/%D9%84%D8%A4%D9%8A, a male given name; Lu'ayy; meaning “little wild ox”; notably borne by:
لَأَى, لءي, لأى, https://en.wiktionary.org/wiki/%D9%84%D8%A3%D9%89, to be slow
لَأًى, لءي, لأى, https://en.wiktionary.org/wiki/%D9%84%D8%A3%D9%89, wild ox
لَأْي, لءي, لأي, https://en.wiktionary.org/wiki/%D9%84%D8%A3%D9%8A, verbal noun of لَأَى (laʔā; “to be slow”); slowness; difficulty; hardship
لُبَاب, لبب, لباب, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A7%D8%A8, pulp
لُبّ, لبب, لب, https://en.wiktionary.org/wiki/%D9%84%D8%A8, pulp; backlog; marrow; core; heart
لُبّ, لبب, لب, https://en.wiktionary.org/wiki/%D9%84%D8%A8, intellect; discernment
لَبَّ, لبب, لب, https://en.wiktionary.org/wiki/%D9%84%D8%A8, to stay; to bide; to persevere
لَبَّ, لبب, لب, https://en.wiktionary.org/wiki/%D9%84%D8%A8, to be intelligent; to be smart
لَبَّ, لبب, لب, https://en.wiktionary.org/wiki/%D9%84%D8%A8, to be intelligent; to be smart
لَبَب, لبب, لبب, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A8, throat; neck (where on a beast the breast girth is applied or which is slit to slaughter); breast-girth (contrivance to keep the saddle from sliding back; Latin antilēna)
لَبَّبَ, لبب, لبب, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A8, (transitive) to fill with pulp; (ditransitive) to put around the neck; (intransitive) to develop pulp
لَبِثَ, لبث, لبث, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%AB, to remain; to stay; to delay; to tarry; to pause; to hesitate
لَبْث, لبث, لبث, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%AB, verbal noun of لَبِثَ (labiṯa) (form I)
لَبَث, لبث, لبث, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%AB, verbal noun of لَبِثَ (labiṯa) (form I)
لُبْث, لبث, لبث, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%AB, verbal noun of لَبِثَ (labiṯa) (form I)
تَلْبِيس, لبس, تلبيس, https://en.wiktionary.org/wiki/%D8%AA%D9%84%D8%A8%D9%8A%D8%B3, verbal noun of لَبَّسَ (labbasa) (form II); deceiving; misrepresentation
اِلْتَبَسَ, لبس, التبس, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D8%AA%D8%A8%D8%B3, to be ambiguous; dark; dubious; confused; enigmatical; equivocal for [+عَلَى (object)]; to get mixed up with [+بِ (object)]; to mistake [+direct object] for [+بِ (object)]
لِبْسَة, لبس, لبسة, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3%D8%A9, a way of clothing; a way of dressing
لَبِيس, لبس, لبيس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%8A%D8%B3, worn; used as apparel
لَبِيس, لبس, لبيس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%8A%D8%B3, labeo (Labeo gen. et spp.; especially Labeo niloticus)
مَلْبُوس, لبس, ملبوس, https://en.wiktionary.org/wiki/%D9%85%D9%84%D8%A8%D9%88%D8%B3, an article of clothing; a garment; what is worn (plural form is more common and means clothes)
مَلْبُوس, لبس, ملبوس, https://en.wiktionary.org/wiki/%D9%85%D9%84%D8%A8%D9%88%D8%B3, passive participle of لَبَسَ (labasa): worn (past participle of wear); demon-possessed; possessed
لِبَاس, لبس, لباس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A7%D8%B3, clothes; raiment; vestment; dress
لَبِسَ, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, to wear; to put on [with accusative ‘clothes’]
لَبَسَ, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, (transitive) to intermingle (on someone عَلَى (ʕalā))
لَبَّسَ, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, to coat; to cover
لُبْس, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, verbal noun of لَبِسَ (labisa) (form I)
لِبْس, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, covering; tegument
لَبْس, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, verbal noun of لَبَسَ (labasa) (form I); conflation; confusion; (linguistics) ambiguity
لَبَس, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, to get dressed; to put on (clothes); to wear
لِبِس, لبس, لبس, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%B3, to get dressed; to put on (clothes); to wear
مَلْبَس, لبس, ملبس, https://en.wiktionary.org/wiki/%D9%85%D9%84%D8%A8%D8%B3, garment; dress; suit; (in the plural) clothes; clothing
أَلْبَسَ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, (ditransitive) to clothe; to dress
أَلْبَسُ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, first-person singular non-past active indicative of لَبِسَ (labisa)
أَلْبَسَ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, first-person singular non-past active subjunctive of لَبِسَ (labisa)
أَلْبَسْ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, first-person singular non-past active jussive of لَبِسَ (labisa)
أُلْبَسُ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, first-person singular non-past passive indicative of لَبِسَ (labisa)
أُلْبَسَ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, first-person singular non-past passive subjunctive of لَبِسَ (labisa)
أُلْبَسْ, لبس, ألبس, https://en.wiktionary.org/wiki/%D8%A3%D9%84%D8%A8%D8%B3, first-person singular non-past passive jussive of لَبِسَ (labisa)
اِلْتِبَاس, لبس, التباس, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D8%AA%D8%A8%D8%A7%D8%B3, verbal noun of اِلْتَبَسَ (iltabasa) (form VIII); confusion; uncertainty; (semantics) ambiguity
اِلْتَبَنَ, لبن, التبن, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D8%AA%D8%A8%D9%86, to suckle; to suck milk
لَبَنِيّ, لبن, لبني, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D9%8A, milky; milk-related; dairy; milk-white
لَبِّنِي, لبن, لبني, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D9%8A, second-person feminine singular active imperative of لَبَّنَ (labbana)
لُبْنَى, لبن, لبنى, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D9%89, Styrax officinalis
لُبَان, لبن, لبان, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A7%D9%86, olibanum; frankincense; any kind of gum or resin; chewing gum
لِبَان, لبن, لبان, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A7%D9%86, plural of لَبَن (laban)
لِبَان, لبن, لبان, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A7%D9%86, masculine plural of لَبَن (laban)
لُبَان, لبن, لبان, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D8%A7%D9%86, chewing gum
لَبْنَة, لبن, لبنة, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D8%A9, labneh; labna; libna
لِبْنَة, لبن, لبنة, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D8%A9, labneh; labna; libna
لِبْنَة, لبن, لبنة, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D8%A9, brick; adobe
لَبِنَة, لبن, لبنة, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86%D8%A9, brick; adobe
لَبَن, لبن, لبن, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86, (uncountable; Standard Arabic and Egypt colloquial) milk
لِبْن, لبن, لبن, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86, bricks; adobes
لَبِن, لبن, لبن, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86, bricks; adobes
لَبَّنَ, لبن, لبن, https://en.wiktionary.org/wiki/%D9%84%D8%A8%D9%86, to make brick
اللَّات, لتت, اللات, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D9%84%D8%A7%D8%AA, (Arabian mythology) Allat
لُثْغَة, لثغ, لثغة, https://en.wiktionary.org/wiki/%D9%84%D8%AB%D8%BA%D8%A9, a speech impediment; chiefly
لَثْمَةٌ, لثم, لثمة, https://en.wiktionary.org/wiki/%D9%84%D8%AB%D9%85%D8%A9, a kiss
لَثَمَ, لثم, لثم, https://en.wiktionary.org/wiki/%D9%84%D8%AB%D9%85, to kiss
لِثَة, لثو, لثة, https://en.wiktionary.org/wiki/%D9%84%D8%AB%D8%A9, (anatomy) gum; gingiva
لَثَوِيّ, لثو, لثوي, https://en.wiktionary.org/wiki/%D9%84%D8%AB%D9%88%D9%8A, (anatomy; relational) gingival; (phonetics) dentialveolar (consonant; which are ظ (ẓ); ث (ṯ) and ذ (ḏ) in Arabic.)
لُجُوء, لجء, لجوء, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D9%88%D8%A1, verbal noun of لَجَأَ (lajaʔa): refuge; political asylum
اِلْتِجَاء, لجء, التجاء, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%A1, refuge; shelter
مَلْجَأ, لجء, ملجأ, https://en.wiktionary.org/wiki/%D9%85%D9%84%D8%AC%D8%A3, shelter; refuge; asylum
لَاجِئ, لجء, لاجئ, https://en.wiktionary.org/wiki/%D9%84%D8%A7%D8%AC%D8%A6, refugee
لَجِئَ, لجء, لجئ, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D8%A6, to take shelter; to take refuge; to seek asylum [with إِلَى (ʔilā)]
لَجَأَ, لجء, لجأ, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D8%A3, to take shelter; to take refuge; to seek asylum [with إِلَى (ʔilā)]; to resort to [with إِلَى (ʔilā)]
لَجَّأَ, لجء, لجأ, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D8%A3, to compel; to coerce to take refuge; (obsolete) to transfer (a right towards a thing); to consider someone as a refuge of
لَجَأ, لجء, لجأ, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D8%A3, verbal noun of لَجَئَ (lajaʔa; “to take refuge”) (form I); shelter; refuge
لَجَأَة, لجء, لجأة, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D8%A3%D8%A9, sea turtle; (obsolete; rare) rolling slide to move heavy loads
لَجْلَجَ, لجج, لجلج, https://en.wiktionary.org/wiki/%D9%84%D8%AC%D9%84%D8%AC, to stammer; to stutter; to chew; to turn about in the mouth
لَجَّ, لجج, لج, https://en.wiktionary.org/wiki/%D9%84%D8%AC, to insist; to be pertinacious; to be dogged
لُجّ, لجج, لج, https://en.wiktionary.org/wiki/%D9%84%D8%AC, rough and great place that is hard to reach
